accuracy,loss,val_accuracy,val_loss
0.7265077233314514,0.8972824811935425,0.1556372493505478,1.9453963041305542
0.8125,0.6395546197891235,0.15318627655506134,1.9461753368377686
0.851332426071167,0.5327038168907166,0.5453431606292725,1.269031286239624
0.8125,0.42907580733299255,0.5551470518112183,1.2637858390808105
0.876928448677063,0.4506487250328064,0.344362735748291,1.6780073642730713
0.9375,0.4256770610809326,0.344362735748291,1.6570168733596802
0.8958625793457031,0.39896827936172485,0.5245097875595093,1.6318305730819702
0.8125,0.49076274037361145,0.5245097875595093,1.6160846948623657
0.9112903475761414,0.34141436219215393,0.24264705181121826,2.0995359420776367
0.9375,0.31238657236099243,0.24142156541347504,2.0942041873931885
0.9221599102020264,0.3051186203956604,0.7156862616539001,0.8554768562316895
0.875,0.45084309577941895,0.7083333134651184,0.8796232342720032
0.9312763214111328,0.2835947871208191,0.6531862616539001,1.0256330966949463
0.875,0.400959849357605,0.6519607901573181,1.0165162086486816
0.9340813755989075,0.2653851807117462,0.3602941036224365,2.3568947315216064
0.9375,0.2598830461502075,0.3811274468898773,2.3120930194854736
0.9414445757865906,0.25130194425582886,0.5404411554336548,1.4195871353149414
0.75,0.42461442947387695,0.5122548937797546,1.493351936340332
0.9491584897041321,0.22165697813034058,0.39828431606292725,2.1024224758148193
0.9375,0.16255536675453186,0.3946078419685364,2.116912841796875
0.9502103924751282,0.21706239879131317,0.2610294222831726,2.07301664352417
1.0,0.12553344666957855,0.2659313678741455,2.0666708946228027
0.9519635438919067,0.19949202239513397,0.6176470518112183,1.421787977218628
1.0,0.11191277205944061,0.6176470518112183,1.3995720148086548
0.950560986995697,0.20046938955783844,0.18137255311012268,41.50126266479492
1.0,0.18965178728103638,0.18504901230335236,27.258520126342773
0.9596773982048035,0.18023324012756348,0.5098039507865906,1.73506498336792
0.9375,0.2089356780052185,0.5098039507865906,1.751909852027893
0.9568723440170288,0.17034509778022766,0.6924019455909729,0.9880453944206238
1.0,0.07622430473566055,0.7230392098426819,0.8928263187408447
0.9596773982048035,0.17284296452999115,0.3186274468898773,110.99176025390625
1.0,0.13150255382061005,0.33578431606292725,141.30421447753906
0.9628331065177917,0.15860404074192047,0.501225471496582,1.6693507432937622
1.0,0.16330376267433167,0.5110294222831726,1.6276639699935913
0.9663394093513489,0.14335569739341736,0.46200981736183167,1.5673046112060547
0.9375,0.12974253296852112,0.43995097279548645,1.6375393867492676
0.9617812037467957,0.1575731337070465,0.623774528503418,1.192423939704895
1.0,0.06997670978307724,0.6127451062202454,1.1990429162979126
0.9635343551635742,0.15779170393943787,0.6703431606292725,1.0682083368301392
1.0,0.08899430930614471,0.6776960492134094,1.0562801361083984
